Measurement,Entropy 0,Entropy 1,Entropy 2,Entropy 3,Entropy 4,Entropy 5,Entropy 6,Entropy 7
CumScales,0.12469781337916491,0.4089072994786104,0.66549056816129,0.9210701035515648,0.9210701035515648,0.8460221504983253,1.0651392373041593,1.0352112417975028
Scales,0.12469781337916491,0.3533666631375981,0.6173170974762592,0.708893800316808,0.8548103194595258,1.05420311790639,1.035211241797503,1.0352112417975028
Coords,0.18372381539172805,0.6622459840882872,1.3495669673469841,1.0576581621630823,1.0576581621630823,1.1364051693056512,0.7575871919075153,0.5944336687712812
