Measurement,Entropy 0,Entropy 1,Entropy 2,Entropy 3,Entropy 4,Entropy 5,Entropy 6,Entropy 7
CumScales,0.1187201571480801,0.37157482146454557,0.759425233383346,1.087372818569694,1.087372818569694,1.142785929763789,1.184273070886841,1.020154742967435
Scales,0.1187201571480801,0.3318267412526808,0.6213892309865441,0.7948666101894531,0.7837014166311308,0.8432584713178772,0.961108509720122,1.020154742967435
Coords,0.2865449883234803,1.0667930040837077,1.8260702421988761,1.9306261787110985,1.9306261787110985,1.9251565194513125,1.4895391838948338,0.5150025000618852
