Measurement,Entropy 0,Entropy 1,Entropy 2,Entropy 3,Entropy 4,Entropy 5,Entropy 6,Entropy 7
CumScales,0.2770847078348463,0.6682692711815895,1.123301697146886,1.3286766276014181,1.3286766276014181,1.3672542212355767,0.7763179403074971,0.7507846335399566
Scales,0.2770847078348463,0.5523915365024199,0.7930409691763498,0.962219286346591,0.9381708905072474,1.0261096730883983,0.7507846335399562,0.7507846335399566
Coords,0.5640850471092178,1.221458438697836,1.6392624538100224,1.6116467980055,1.6116467980055,1.6085057181984252,1.1901014661398146,0.5122292843857971
