Measurement,Entropy 0,Entropy 1,Entropy 2,Entropy 3,Entropy 4,Entropy 5,Entropy 6
Cumulative Scale Entropy,5.551115123125785e-16,5.551115123125785e-16,5.551115123125785e-16,5.551115123125785e-16,5.551115123125785e-16,,
