Measurement,Entropy 0,Entropy 1,Entropy 2,Entropy 3,Entropy 4,Entropy 5,Entropy 6,Entropy 7
CumScales,0.09706980175797116,0.3213979266642985,0.6949263878510138,1.1731918828118522,1.1731918828118522,1.3573460182815842,1.186790858747451,0.7564923935377803
Scales,0.09706980175797116,0.28216816346281637,0.6068169126700307,0.8023419938461849,0.9354784533290839,0.9875891071833394,0.985718209832323,0.7564923935377803
Coords,0.16365021476121833,0.5410243394979815,1.11241086675739,1.4271336139127824,1.4271336139127824,1.4508295144597605,1.2041949694885614,0.44698590382885645
