Entropy 0,Entropy 1,Entropy 2,Entropy 3,Entropy 4,Entropy 5,cat
0.6310374870986231,0.6833230450633951,0.5087869553195526,0.6813148983057713,0.7886219568751122,0.8927725109656942,sign
0.5404530179847096,0.5548933157482016,0.5302450346446392,0.7871538162713297,0.7865756848891059,0.6171445265008535,scrawl
0.8184678759909447,0.7718868571814949,0.8011398209975124,1.0127086234073759,0.5695015871152436,0.3110499320074023,sign
0.7547116292277224,0.8491449692754542,0.9836082754236963,0.99428623010453,0.3399578482048941,0.38441702811978473,scrawl
0.6082705757069328,0.7625185758336315,0.757558740980559,0.7168097532598425,0.5492919009512807,0.5352896572415519,sign
0.7397034768637556,1.0615035959814818,1.085804860032881,1.0348988660061422,0.8991739480821077,0.5179400251481724,scrawl
0.7182893912240736,0.8172915616391109,0.8760585367751774,0.9120470189727483,0.9553647920902334,1.0422544839466255,sign
0.6462734916081475,0.8521826322370164,0.7135861091012011,1.1351956924320326,1.0913041154118868,0.885338548143189,scrawl
0.5511497481727982,0.7526005631366128,0.6906612467739723,0.9991216681358243,1.0414518114084328,0.9634425356457096,sign
0.7346071708881747,0.8855104151685321,0.9373410374331342,0.8045220048800764,0.8153848564257025,0.44093742619464005,scrawl
0.535475050309164,0.6936457394152468,0.7383144198693822,0.6349125483484448,1.0186211038890887,1.1294958063292546,sign
0.8218339788054309,0.9436960535955399,1.165207716198417,0.8654277249038709,0.9244539715398692,0.9918265751569846,scrawl
0.553610444460657,0.6866939953398807,0.7324983626102228,0.7872780818878566,0.9335458677890583,1.0110273157799214,sign
0.7288549373567083,0.8485895741591538,0.9625369834800959,1.0034861857833985,0.5026495003424747,0.7484781032718559,scrawl
0.6787368700233006,0.8189475955032447,0.8810800529786377,0.9369957020868811,0.9256614876078713,0.9513492983127803,sign
0.8767710273043345,0.8952918003410671,0.4900136029999615,0.7032495469393534,0.8326727491241603,0.609131904921903,scrawl
0.5950130557224131,0.7146274664036409,0.812772107335495,0.8295237562814574,0.9852528892743186,0.9908216294511711,sign
0.5083405680489564,0.8447014440549018,0.948577480087839,0.5560080685398444,0.5101169208343785,0.4337191077707131,scrawl
0.7997788259031285,0.9607612511782104,1.0330747767110462,1.0178894174009563,0.9879712634692491,0.8209233548200792,sign
0.5578085267396797,0.8857161602228568,0.709331132161316,0.9651910113364923,0.4713652518011367,0.546638444135897,scrawl
0.5808073366858442,0.6844466698891374,0.8842956803941441,0.9280611231918254,0.8570381467172565,0.5964110207505665,sign
0.7156719408142153,0.9599749396090184,0.8117669080915685,0.8866280156735429,0.8897104622806987,0.6156616474355914,scrawl
0.7351825887324441,0.8953681567866463,0.9762415899202909,0.9630190215556382,0.8948211834727484,0.8640386605201003,sign
0.3029840883837233,0.8575728918345534,0.6275785092666478,0.29925718531395296,0.2992470698615813,0.48878887586847547,scrawl
0.6100257756940988,0.6056502126750467,0.6587103076606334,0.6959836600784565,0.758508013601715,0.617403211544754,sign
0.24979296746613577,0.26924920619382803,0.16707416638713962,0.6310110662612034,0.5964306049750896,0.1169247350812352,scrawl
0.7555559201881216,0.7526080954529779,0.8522662487122298,0.9941185487634234,0.984309849351232,0.805015573620375,sign
0.31491620057948594,0.6028276086510933,0.549644196080782,0.4978829419226684,0.4590354790253091,0.1722161553596044,scrawl
0.6055460174441686,0.7964677715986495,0.876863582110666,0.9067059445006347,0.8600379591880578,0.7483713227197593,sign
0.7417721781140278,0.9186341712974841,0.97161451990211,1.1021290679064448,0.9478328543936759,1.0972763094235716,scrawl
0.6885586693982453,0.8043892740080316,0.8295954189105086,0.86216672280401,0.7581956573238957,0.5844571556378441,sign
0.18189515549315913,0.14834675669696393,0.2187225600745644,0.40962024200741315,0.4771864636528497,0.07648851954133751,scrawl
0.767739263656308,0.9200300380030016,0.8483930434439033,0.9055588441512841,1.0318809209530182,1.0863355565322719,sign
0.48908305950908265,0.6784074528995482,0.7911221276967094,1.106856620441833,1.117971291093185,1.1179712910931843,scrawl
0.6692352148609648,0.7224247084827597,0.7593507077286686,0.8360476056095152,0.9496797152621705,0.906169798678988,sign
0.755329955925296,0.6714840742965119,0.7818960099637919,0.433034590578141,0.43300668245341983,0.4330066824534192,scrawl
0.6929241817198003,0.740361851776525,0.8113519680071444,0.7722612432841627,0.38949630963786,0.13478943918648253,sign
0.9043169423809504,0.8643262938351193,0.7524615686357659,0.7700066292817827,1.1131295930464746,1.1131295930464742,scrawl
0.5406676997900881,0.6790554213354242,0.8012985502214245,0.932268391863584,0.8341480222561396,0.6673684767231243,sign
0.6285671784493709,0.6547843004430034,0.8190183303979038,0.7872373293222974,0.3905557790926407,0.07347727037252877,scrawl
0.508773610146064,0.6639646684158236,0.7849833627004671,0.915112650264328,0.9516911213052572,0.4360363393691884,sign
0.8250294682773974,0.6599205582684122,0.9037702529883685,0.6762089375434119,0.6450906605566281,0.6450906605566283,scrawl
0.5490692098732013,0.7587223178114908,0.7314316507847141,0.8517698656586485,0.8832103161127758,0.6396914181655957,sign
0.5710750268260192,0.7231274389046378,0.8378581544040248,0.5744155959556917,0.5878738839182772,0.5878738839182772,scrawl
0.4423118724137656,0.6037106061348685,0.6860002754993035,0.8032968740493969,0.830206656513084,0.5838184548722283,sign
0.6830423127946758,0.9367110650429809,1.0542567536993976,0.700039308037174,0.761602677181633,0.6292362698221364,scrawl
0.4489816537410935,0.5996150101565504,0.6370961884959467,0.7630796883304236,0.6595628177707111,0.5453424479823031,sign
0.7496954473369477,0.9496782304211239,0.9174122215088015,1.0854990615018438,0.8827133524062415,0.7757764518502435,scrawl
0.5024430948557378,0.6552057466143195,0.6707278772021092,0.8549670878484056,0.22264099408190138,0.1680834235182354,sign
