Entropy 0,Entropy 1,Entropy 2,Entropy 3,Entropy 4,Entropy 5,cat
0.6310374870986231,0.8166317057062773,0.89673313722596,0.9761572303663976,0.8927725109656937,1.1102230246251564e-16,sign
0.5404530179847096,0.6972979186422538,0.7376869455966495,0.7873490684852245,0.6171445265008533,-0.0,scrawl
0.8184678759909447,1.2634723585937297,1.3688489165335103,0.5776928605521913,0.31104993200740266,2.220446049250313e-16,sign
0.7547116292277224,1.2741176347415881,1.2240844975980885,0.3892126244321443,0.38441702811978307,-0.0,scrawl
0.6082705757069328,0.9911715276147416,1.0097069769301716,0.9250037787629609,0.5352896572415506,1.1102230246251564e-16,sign
0.7397034768637556,1.2023108504763405,1.0531418188179942,0.9214863326506497,0.5179400251481721,-0.0,scrawl
0.7182893912240736,1.1193256136137477,1.1766707216925782,0.9178527600355253,1.0422544839466252,1.1102230246251564e-16,sign
0.6462734916081475,1.2866714958996204,1.4151511975696311,1.2176554475113437,0.885338548143191,-0.0,scrawl
0.5511497481727982,0.9352727105963534,0.9989329196453057,1.124613934641324,0.9634425356457095,2.220446049250313e-16,sign
0.7346071708881747,1.2320026115040426,1.130805293341521,0.7919242029588226,0.44093742619463955,-0.0,scrawl
0.535475050309164,0.9462175116426719,1.1423874029978733,1.1089631769977821,1.1294958063292544,-0.0,sign
0.8218339788054309,1.362885712391937,1.5558536364873312,1.325672856794963,0.9918265751569847,-0.0,scrawl
0.553610444460657,0.9572150465988888,1.0295729395968516,0.9511369190332266,1.0110273157799208,-2.220446049250313e-16,sign
0.7288549373567083,1.1814785867413466,1.3080397086749294,1.057719407294246,0.7484781032718538,-0.0,scrawl
0.6787368700233006,1.0917138864755456,1.2165402023237224,1.2673094998869723,0.9513492983127807,-0.0,sign
0.8767710273043345,1.1980761475326336,1.0272098764424413,0.8826061872261453,0.6091319049219027,-0.0,scrawl
0.5950130557224131,0.9839256085513561,1.151523225761929,1.0116666302803925,0.9908216294511716,-0.0,sign
0.5083405680489564,1.0138413077374036,0.8883112790624842,0.7622546144687289,0.4337191077707123,3.330669073875469e-16,scrawl
