Entropy 0,Entropy 1,Entropy 2,Entropy 3,Entropy 4,Entropy 5,Entropy 6,cat
-0.0,0.5015946861686922,0.9701043295414281,1.2438779404548066,1.3150650264966348,0.8389803778998792,0.6772011381914443,scrawl
2.220446049250313e-16,0.3639773488082443,0.7845969350840218,1.0884506444758146,1.2513671440884422,1.0460731566289938,0.9608878055846178,sign
-0.0,0.4999187203219029,1.0780871050586673,1.407974681969612,1.6254099974510217,1.5691365315982004,0.9823403932855072,scrawl
-0.0,0.4099608593237116,0.8625543608841999,1.1634034324800484,1.2778341337802037,1.085232306453888,0.9272473631906807,sign
1.1102230246251564e-16,0.49370958168579643,0.8939575203930606,1.1939974163967721,1.0877589205908496,1.0888985620308151,0.4654855363916035,scrawl
-0.0,0.2544423600919439,0.5818661478535494,0.9321989029285132,1.0625091261972768,0.5890630227403497,0.6279007326305993,sign
1.1102230246251564e-16,0.3813830031963181,0.8357247858626531,1.2600054598260424,1.0275601053500802,0.6008151671269004,0.5325105443383199,scrawl
-0.0,0.6215580472471839,1.0666144281302599,1.3330842281296373,1.350082783842993,1.3191512491444404,0.9306639851116061,sign
-0.0,0.40070906498221354,0.5603239514322969,0.7906887526235635,0.9799182894482189,0.835193833754704,0.6084618516657332,scrawl
-2.220446049250313e-16,0.5342196563625067,1.08860372362271,1.4377220888228457,1.4383381339358516,1.0338687725741444,0.8718153190364228,sign
1.1102230246251564e-16,0.5379898304440753,1.0259326629821046,1.344831643485694,1.3222547413676788,0.7458739507222194,0.7229170739581354,scrawl
2.220446049250313e-16,0.2685509812936955,0.6647746219544763,0.9650019897006203,1.1571412371106227,0.7985658331708383,0.7449663622986747,sign
2.220446049250313e-16,0.5743141261902983,1.160604064469462,1.2569010058178198,1.460768349071144,0.6482624308108342,0.6254861131528978,scrawl
1.1102230246251564e-16,0.28079688471227593,0.545172498199646,0.8442064824876787,0.9382898249726626,0.665238017478451,0.794576638659433,sign
-2.220446049250313e-16,0.47116217230390556,0.8191259917515401,1.019752296329209,0.7402428537640675,0.4179121261301196,0.4208632470436044,scrawl
1.1102230246251564e-16,0.29354370176514016,0.6641505217879106,1.0620205094476431,1.2036836032612355,1.0683247147300479,1.0430329248241237,sign
-2.220446049250313e-16,0.33423952132338164,0.7518559267520026,1.088162103054608,1.1397215232925324,1.1837128177852816,1.024460098241357,scrawl
-0.0,0.2731466489643054,0.6735747645028831,1.161270398133952,1.3492083581674927,1.183329263474578,0.756236378004419,sign
-0.0,0.6369214964082625,1.0434777659285002,1.1855590669262863,1.3395539246095034,0.9893169119509425,0.622228371671915,scrawl
2.220446049250313e-16,0.4506919497079704,0.8526494852782549,1.1016606061627519,1.1226653678870537,0.7842941003432955,0.7559426129270819,sign
