Entropy 0,Entropy 1,Entropy 2,Entropy 3,Entropy 4,Entropy 5,Entropy 6,cat
-0.0,0.29770285893808196,0.7106612489559572,0.9396522751952506,0.9784580057855383,1.0693244370904635,0.9378922818472937,sign
1.1102230246251564e-16,0.4673953265821075,0.92566511970708,0.9127206002459977,0.9617572985782142,0.8083196276875292,0.569366527993059,scrawl
-0.0,0.5516167476263472,1.0395176559418802,1.266051470549613,1.182920766979219,0.5064712139196023,0.271781626052004,sign
-4.440892098500627e-16,0.4430489871487503,0.9725511527647177,1.3875064922883447,1.229667384919937,0.4803131640923036,0.47360078069462613,scrawl
1.1102230246251564e-16,0.4060951296576304,0.785123067663097,1.1110978299298262,1.1116103800021069,0.954085502305316,0.5827212456248586,sign
-0.0,0.4792947988739584,0.919161018381847,1.2205254242371872,1.129575508643068,0.8728701463313987,0.5255284832548445,scrawl
-0.0,0.5303065156152039,0.9188813283416604,1.1761693130556017,1.1888981292615826,0.9375931547131179,1.0277713662550287,sign
-0.0,0.3340130682118665,0.7325106424360099,1.2136498864670484,1.3597262588638985,1.2159117897752627,0.8186617066330456,scrawl
-0.0,0.4481185468049777,0.8211324062594948,1.075953512192715,1.048665576675797,1.204947071421336,1.0432736453636637,sign
2.220446049250313e-16,0.4205224576156815,0.9357539721056481,1.336479134254076,1.275757199939049,0.8874151813493123,0.49391677449397864,scrawl
-0.0,0.3398814709463164,0.6725988132560334,0.9670396171398672,1.1601367395034639,1.1111144977950593,1.0802580733492968,sign
-0.0,0.38508036369540183,0.9075740548178495,1.3772593729684843,1.4385500932524624,1.2743612424550337,1.1351152362477834,scrawl
-0.0,0.36426316831454164,0.7020890014761361,0.9671788269852852,1.0770400054347256,1.0319429129972504,1.0826312092062238,sign
1.1102230246251564e-16,0.4525853662196906,0.9482086374507812,1.3102163211101088,1.43701365315354,1.1410203866185318,0.806171870815475,scrawl
-0.0,0.4012343755229421,0.8182255222420574,1.1258531148539443,1.2508338818450992,1.2416569295557796,0.922245981130434,sign
-0.0,0.594206160909989,1.133632481477997,1.3279667701963376,1.0950783474057886,0.8136344645681861,0.6558323740779349,scrawl
-0.0,0.4147267383716996,0.7462096751198513,1.046919844961001,1.1478325987132385,0.97119277458626,1.0343821869223242,sign
2.220446049250313e-16,0.290610093885426,0.7403508969089982,1.056084917535605,0.8465289949949049,0.7221429773755961,0.4170253815531668,scrawl
-0.0,0.5561387290803407,1.0462487173151915,1.417110065036895,1.4294937161346657,0.8824259607005269,0.7630825164407193,sign
-0.0,0.6215235028292833,1.0136580331086058,1.2287556651315799,1.2065374885175257,0.6178206253490773,0.5947758025031746,scrawl
-0.0,0.3516285187112136,0.7238818342629649,0.9698517470874752,1.1609500494184175,0.7806226719792885,0.6334132288007737,sign
-0.0,0.6115750072650137,1.1493548522073755,1.3582075970416407,1.1514362075388633,1.1587452232875948,0.4924902969937862,scrawl
1.1102230246251564e-16,0.480748674289366,0.9868032283879351,1.2825002809204946,1.310247824218239,0.9122102985428545,0.874242144683176,sign
2.220446049250313e-16,0.45686708560973444,0.8503940875797205,0.7782761248240375,0.8230631685122931,0.7298575073149737,0.3802816341214068,scrawl
-0.0,0.40815842426437987,0.7645428628883265,1.0250836811806971,1.0276334417816917,0.7826225254870965,0.669889254728991,sign
1.1102230246251564e-16,0.44251108229448294,0.7667657077944807,0.8805646602055252,0.9555362868448349,0.785114854748033,0.2813699674223299,scrawl
-0.0,0.499341640740761,0.9685526989981952,1.2309645015645232,1.318383919998554,0.9041900674638783,0.7567885520006902,sign
-0.0,0.5329991109821117,0.9177004494116626,0.9289929824079126,0.9930435396694741,0.8506542961252274,0.253933073109117,scrawl
-0.0,0.4742592977229197,0.8909518295562557,1.1414100189249061,1.189014340461466,0.8017227497072941,0.7460326315338847,sign
2.220446049250313e-16,0.46748838174646545,0.9329588916456464,1.3242381514246175,1.3578444002856445,1.3449934989800285,1.0838867167404125,scrawl
3.330669073875469e-16,0.5368710584156706,0.999083792958296,1.2777432488763196,1.256284902557868,0.8236222896748221,0.7203899673980915,sign
2.220446049250313e-16,0.5526426804826557,0.8816657443488731,1.068556624475788,0.8441781950122353,0.8284296149108751,0.27001812665296776,scrawl
-0.0,0.4657607855221976,0.8815281808113304,1.1350827191961117,1.2603232270722855,1.0842191302287314,1.1121654331383382,sign
-0.0,0.3533002167915739,0.6631841249433075,0.960415187593932,0.8547382928401283,1.0441500498680496,1.0168079021781595,scrawl
-0.0,0.3779294137267118,0.7968710840494818,1.0092368829062741,1.125907052583333,0.9048173785675472,0.8979677288705333,sign
-0.0,0.702428392638936,1.2043343810084313,1.2795386747507624,0.660649049709138,0.6731918080565623,0.6198062190726521,scrawl
-0.0,0.4715281177603179,0.8292216976497542,0.9922798357053699,0.9496581439112625,0.3941811820890893,0.08550058967031052,sign
-0.0,0.7672980599867456,1.3086499294299867,1.5493341109310288,1.290260801767929,1.097426116287413,1.0297983309929495,scrawl
1.1102230246251564e-16,0.36373874395368777,0.7182543955741217,1.0080370482836258,1.130481776997597,1.0152788458536386,0.6801611234609806,sign
2.220446049250313e-16,0.5517186682453832,1.0145042140871476,1.2698441050455125,1.1832577948367908,0.29449595714780513,0.10344255889684609,scrawl
1.1102230246251564e-16,0.3317563248340013,0.6478044390530109,0.9125937466041825,1.1772922963461994,1.0736824254198911,0.4701805494312498,sign
1.1102230246251564e-16,0.5974309026414295,1.1325479832931191,1.1977432388297609,0.7210755243605633,0.5805127743221374,0.5599471705775643,scrawl
-4.440892098500627e-16,0.39606935133796956,0.7453658609492908,1.0474970629383091,1.1507609952321343,0.909802094409866,0.6844310463155949,sign
-2.220446049250313e-16,0.40165440062097546,0.8055156984799441,1.0058170180311965,0.9574434367939137,0.6135889539947105,0.41108467559142464,scrawl
-0.0,0.3239417711335455,0.6017346279658985,0.9066884057782425,1.0633735883247188,1.0225853766121802,0.5736416773791542,sign
2.220446049250313e-16,0.25490788112052565,0.7988071272955855,0.9907862237372185,1.234745513693994,1.2216789209519636,0.6183432813304662,scrawl
-0.0,0.30363097758358965,0.586449651186398,0.795672901676923,0.9385028666928641,0.8904212750777569,0.5784789932340851,sign
1.1102230246251564e-16,0.38057720977736587,0.8881058988957306,1.2602356082886739,1.40511890606205,0.8326056265528521,0.7793638109946756,scrawl
2.220446049250313e-16,0.4960990186527769,0.8588876492620829,1.0207496855235296,0.9018499945949658,0.36332046453066114,0.28249846375265425,sign
3.330669073875469e-16,0.2986339873076034,0.40703866958913015,0.43908645178624967,0.4699094369625825,0.5260098281088897,0.43846553042516084,scrawl
1.1102230246251564e-16,0.5276244233711501,0.9337284366279544,1.2090328535073889,1.4617782332952691,1.2378102082503677,0.7379650251166118,sign
-0.0,0.4848943736522613,0.9836059768407726,1.1789828359703385,1.070523071847975,1.012778732903453,0.7928332328126115,scrawl
2.220446049250313e-16,0.40713887717059727,0.7924817676729665,1.0860612154660203,1.2068547070003284,1.3323678016573124,0.7192380152772921,sign
-0.0,0.5013409701925489,0.9740118727642717,1.2029609859463077,1.0145336088309767,0.4952493919012656,0.4788653959505194,scrawl
-0.0,0.2960515796783763,0.6878605647855199,1.0162345983561871,1.1557927529743255,0.9407736796886566,1.1284159852044346,sign
-0.0,0.3676003241847,0.6642098582798411,0.8144914517818238,0.789937468493979,0.5238479762269409,0.4085306997834737,scrawl
-0.0,0.6036794949809442,1.0907144468253165,1.4336087970708786,1.426954756498112,0.9422667192108974,0.5600705611941926,sign
-0.0,0.5083644919661993,0.9998296599897255,1.474010237900084,1.5583660939210011,1.4233601168067127,1.1098742890048547,scrawl
-0.0,0.2169913595636937,0.5130864237001909,0.7243091221733798,0.8114908575407169,0.6216962302897882,0.6261206547526325,sign
1.1102230246251564e-16,0.49788238149597974,1.0153346668693704,1.3583071262981241,1.5471995061857582,1.4303705921159398,1.0109758719131114,scrawl
-0.0,0.186548171422203,0.4230133042734804,0.6299321427316953,0.6956245751461392,0.6253427626925389,0.7102822813206248,sign
1.1102230246251564e-16,0.5364901868162355,1.0811564519301213,1.3269304946327747,1.4661030086785833,1.0192335047375038,0.9525660555044378,scrawl
-0.0,0.20882705167013346,0.468623520904999,0.6680847479013079,0.881460298697066,0.9679973310934318,0.7463855202341088,sign
2.220446049250313e-16,0.532840143589398,1.0478468844408284,1.4499353508124277,1.5820466302819869,1.2126779806599786,0.6245444028311322,scrawl
2.220446049250313e-16,0.3259210298325764,0.6708360432820225,0.8825850885472591,1.0112281075697647,1.0031661833964767,0.8186627311711437,sign
-0.0,0.4595003364957947,0.9287109614559079,1.262238301260796,0.9624957216633085,0.8471490871768105,0.542673337511854,scrawl
-0.0,0.33809668963655304,0.7023785357550479,1.035801637798517,1.157093202858012,1.0350814936777601,0.8817051920295816,sign
-0.0,0.49094423816144656,0.7994397658702989,1.0051258757910748,1.1145731262735001,0.8087885255907658,0.5836588248399002,scrawl
-0.0,0.4548861077916248,0.8534159555815771,1.1588023730141834,1.1318798928057654,0.8220274740084141,0.8872567484299355,sign
