Entropy 0,Entropy 1,Entropy 2,Entropy 3,Entropy 4,Entropy 5,Entropy 6,cat
0.2977028589380824,0.7106612489559578,0.9396522751952502,0.9784580057855384,1.069324437090464,0.9378922818472896,-0.0,sign
0.4673953265821078,0.9256651197070802,0.9127206002459974,0.9617572985782141,0.8083196276875295,0.5693665279930575,-0.0,scrawl
0.5516167476263483,1.0395176559418813,1.266051470549613,1.18292076697922,0.5064712139196021,0.27178162605200373,-0.0,sign
0.4430489871487509,0.9725511527647178,1.387506492288344,1.2296673849199367,0.480313164092304,0.47360078069461786,-4.440892098500627e-16,scrawl
0.40609512965763234,0.7851230676630968,1.1110978299298269,1.111610380002106,0.9540855023053161,0.5827212456248564,2.220446049250313e-16,sign
0.4792947988739609,0.9191610183818474,1.2205254242371872,1.1295755086430677,0.8728701463313981,0.5255284832548415,-0.0,scrawl
0.5303065156152019,0.9188813283416609,1.1761693130556015,1.1888981292615828,0.9375931547131175,1.0277713662550299,-0.0,sign
0.33401306821186677,0.7325106424360099,1.213649886467047,1.3597262588638988,1.2159117897752627,0.8186617066330487,-2.220446049250313e-16,scrawl
0.44811854680497565,0.8211324062594948,1.0759535121927144,1.0486655766757966,1.2049470714213346,1.043273645363663,-0.0,sign
0.4205224576156774,0.9357539721056477,1.3364791342540774,1.2757571999390482,0.8874151813493119,0.49391677449398075,1.1102230246251564e-16,scrawl
0.33988147094631727,0.6725988132560331,0.9670396171398676,1.160136739503463,1.1111144977950598,1.0802580733492988,-0.0,sign
0.38508036369540044,0.9075740548178495,1.3772593729684848,1.4385500932524622,1.2743612424550341,1.1351152362477879,-0.0,scrawl
0.3642631683145395,0.7020890014761371,0.9671788269852858,1.0770400054347258,1.031942912997251,1.082631209206221,-2.220446049250313e-16,sign
0.45258536621969025,0.9482086374507804,1.310216321110109,1.4370136531535405,1.1410203866185307,0.8061718708154744,1.1102230246251564e-16,scrawl
0.4012343755229393,0.8182255222420582,1.1258531148539448,1.2508338818451,1.2416569295557798,0.9222459811304353,-0.0,sign
